distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
20.623488677124957,0.6674102117066244,0.1800271055149208,1.0,1.0,0.0,0.0,0.0
28.491601604206924,2.747979911124965,1.3485287869640952,1.0,1.0,0.0,1.0,0.0
60.99784358078879,0.1578232524618928,1.0527367841348836,1.0,0.0,0.0,1.0,0.0
5.965505381248094,0.2227174820297582,1.2443123836261742,1.0,0.0,0.0,1.0,0.0
11.718387294591944,0.7860058148274334,0.7673068597363512,1.0,0.0,1.0,0.0,0.0
4.595412027820776,3.1436800962740428,0.1035749339661058,1.0,1.0,0.0,1.0,0.0
4.351907638825527,4.632788218092479,1.397636409615912,1.0,1.0,0.0,1.0,0.0
3.131693178064917,1.472023729765941,1.6665745961451464,1.0,0.0,1.0,1.0,0.0
0.7106141152602459,0.1025435018491665,0.645667365063355,0.0,1.0,0.0,0.0,0.0
4.207862453154661,0.1649311323241453,0.2032244648298179,1.0,0.0,0.0,1.0,0.0
1.8495203439437051,0.5382178146900303,1.825332150602514,0.0,0.0,0.0,0.0,0.0
30.573241422509074,0.1246271934022149,0.6766146425829542,1.0,0.0,0.0,1.0,0.0
3.201570796356194,0.0467288911370985,1.4440455618450434,1.0,0.0,0.0,1.0,0.0
20.93134946578097,0.0416903548216038,4.026756620714058,1.0,0.0,0.0,1.0,1.0
40.52101005325751,54.24383639342644,8.490625277618562,1.0,1.0,0.0,1.0,1.0
44.923096555825424,1.2081232236109816,0.0840158916530345,1.0,1.0,0.0,1.0,0.0
27.61788702714327,9.640822838316902,0.9260454156513898,1.0,0.0,0.0,0.0,0.0
6.905514473338773,0.4672236223511007,4.965744236322251,1.0,1.0,0.0,0.0,0.0
2.613552362556586,0.1245036357995456,2.700276770880974,1.0,0.0,0.0,0.0,0.0
24.62975290537296,28.82046259572878,2.867478107469549,1.0,1.0,0.0,1.0,0.0
0.8689741532556304,0.466831378493565,2.40835214898043,0.0,0.0,0.0,0.0,0.0
0.8793086950274358,0.1925233699146985,3.8477500472002135,0.0,1.0,0.0,0.0,0.0
47.434232116299015,2.379972356505755,0.695707559404916,1.0,0.0,1.0,1.0,0.0
9.752674910973775,0.7023982148922674,1.2462358762031982,1.0,0.0,0.0,1.0,0.0
173.41074781255475,43.16512599733802,0.3498338931042359,1.0,1.0,0.0,1.0,0.0
17.704329629394163,0.0970647263307504,0.8272659170204854,1.0,1.0,1.0,1.0,0.0
29.78549537667382,0.4032431781475106,4.424977387624516,1.0,0.0,0.0,1.0,1.0
112.55164059996852,1.306193255656456,1.5295133039578293,1.0,1.0,0.0,1.0,0.0
1.4459386845968274,0.4323868306928411,2.7696644508369386,0.0,0.0,0.0,0.0,0.0
18.015702466121034,7.122995761829419,0.7236799777986029,1.0,1.0,0.0,1.0,0.0
2.0862412827185666,0.1718522318000223,0.1889505575526324,1.0,1.0,0.0,0.0,0.0
4.361982306021709,0.0097325120490844,2.920870945943716,1.0,1.0,0.0,1.0,0.0
1.2169100427851238,1.6256549828684268,2.0487522906486686,0.0,0.0,0.0,0.0,0.0
0.9824479811906623,0.1088262891034518,0.3147971178161124,0.0,0.0,0.0,1.0,0.0
39.11352895728835,1.00558483061639,1.5363392155248865,1.0,0.0,0.0,1.0,0.0
7.189364306056535,0.1019981839308807,0.7027250438215776,1.0,0.0,0.0,1.0,0.0
4.04563571048894,0.4383298131516461,3.613069155975441,1.0,0.0,1.0,0.0,0.0
11.832174458990742,0.3739341495067048,6.992053619144675,1.0,0.0,1.0,1.0,0.0
6.591885428111256,10.134015292524252,1.5817304775495418,1.0,1.0,1.0,1.0,0.0
4.325121301142117,0.4670991892072453,0.2432785214577314,1.0,1.0,0.0,1.0,0.0
3.446244346445959,0.4109510533025885,0.8971851139674181,1.0,1.0,0.0,1.0,0.0
20.1302167820986,0.5132864785445451,0.5332705178715273,1.0,0.0,0.0,1.0,0.0
13.669271328920336,0.9816069477662076,13.663657807992475,1.0,0.0,0.0,0.0,0.0
